iter	Logloss
440	0.02482059366
441	0.02465200032
442	0.02464053964
443	0.02458574616
444	0.02457944584
445	0.02452331962
446	0.02438865144
447	0.0243812892
448	0.02437179276
449	0.02434699488
450	0.02416834518
451	0.02416144186
452	0.02404447044
453	0.02403832646
454	0.02389930719
455	0.02389019017
456	0.02370660395
457	0.02350223832
458	0.02346580306
459	0.02343567111
460	0.02342671293
461	0.02341614922
462	0.02339514729
463	0.02327117388
464	0.02320569792
465	0.02318321385
466	0.02317343595
467	0.02316403239
468	0.02313772061
469	0.02298846534
470	0.02298041805
471	0.02289271423
472	0.02288677541
473	0.02287764568
474	0.02286750783
475	0.02271455885
476	0.02270441048
477	0.02268799008
478	0.02255562976
479	0.02242924722
480	0.02226856113
481	0.02225728653
482	0.02223787633
483	0.02223099273
484	0.02221263256
485	0.02216606843
486	0.02216043281
487	0.02215071454
488	0.02212408072
489	0.0220196018
490	0.02200818637
491	0.02199964829
492	0.02199412745
493	0.02198855537
494	0.02187160185
495	0.02186084998
496	0.02168405661
497	0.02150440161
498	0.0214990048
499	0.02147361437
500	0.02146830553
501	0.02131530835
502	0.02129941026
503	0.02113391243
504	0.02103689239
505	0.0209033796
506	0.0208953215
507	0.02084628349
508	0.02066867863
509	0.02065574663
510	0.02064524937
511	0.02055775504
512	0.02040037217
513	0.02028923765
514	0.02027672098
515	0.0201586416
516	0.02008445753
517	0.01998187753
518	0.01997385671
519	0.01995760451
520	0.01986114753
521	0.0198057371
522	0.0197170884
523	0.01955754611
524	0.01954780069
525	0.0194126171
526	0.0193327678
527	0.01932143096
528	0.01931025506
529	0.01930262022
530	0.01929526772
531	0.01928585909
532	0.01913385588
533	0.01912443514
534	0.01911962948
535	0.01900600984
536	0.01897314654
537	0.01880699733
538	0.01880233102
539	0.01875294141
540	0.01865772846
541	0.01858324902
542	0.01842975299
543	0.01842522509
544	0.01841674185
545	0.0184122306
546	0.01835567354
547	0.0182970735
548	0.01829258345
549	0.01818356824
550	0.018002635
551	0.01799832407
552	0.01799402872
553	0.01788678827
554	0.01786189918
555	0.01779462472
556	0.01768352642
557	0.01767935097
558	0.01766203566
559	0.01765401137
560	0.01764605582
561	0.01757900771
562	0.01749133763
563	0.01748728776
564	0.0174797665
565	0.01745198248
566	0.01744797978
567	0.01744021223
568	0.01732783125
569	0.01732389234
570	0.01731626772
571	0.0173086668
572	0.01725919178
573	0.01724192904
574	0.01723488004
575	0.01722684769
576	0.01721787465
577	0.0171080184
578	0.0170798972
579	0.01707248017
580	0.01693470565
581	0.0168316272
582	0.0168278323
583	0.01682413577
584	0.01671897606
585	0.01671146535
586	0.01668417224
587	0.01658543286
588	0.01658186379
589	0.01657345953
590	0.01650311095
591	0.0164304342
592	0.01642686739
593	0.01642336007
594	0.016286218
595	0.016279836
596	0.01623807467
597	0.0161337512
598	0.01605502654
599	0.01604866427
600	0.01604233187
601	0.01597589034
602	0.01591130275
603	0.01582790604
604	0.01575835273
605	0.01575164852
606	0.01574564659
607	0.01563248766
608	0.0155138026
609	0.01544815585
610	0.01543295412
611	0.01538432543
612	0.01532707836
613	0.01527365428
614	0.01526729605
615	0.01526407216
616	0.01525029874
617	0.01521229094
618	0.01519447113
619	0.01508649112
620	0.01508336345
621	0.01507764561
622	0.01506439089
623	0.01505824867
624	0.01496471895
625	0.01496169577
626	0.01483324189
627	0.01474561091
628	0.01474258543
629	0.01473645272
630	0.01464968309
631	0.01464670342
632	0.01464207918
633	0.01463916634
634	0.01463142849
635	0.01462854136
636	0.01462238529
637	0.01453099282
638	0.01443619145
639	0.01437066103
640	0.01435757346
641	0.01427434802
642	0.01421976967
643	0.01421692852
644	0.01415833094
645	0.01415289647
646	0.01414719569
647	0.01407083267
648	0.01406537447
649	0.01405983833
650	0.01405126553
651	0.01404853777
652	0.01394720367
653	0.01389389184
654	0.01387392497
655	0.01387119473
656	0.01386531686
657	0.01382043117
658	0.0137517639
659	0.01370340018
660	0.01362993251
661	0.0136157681
662	0.01360432898
663	0.0135476507
664	0.01354241397
665	0.01342755891
666	0.01342180467
667	0.01341921272
668	0.01341665428
669	0.01335532896
670	0.01335020735
671	0.01333659357
672	0.01333410139
673	0.01332128218
674	0.01331882424
675	0.01320364128
676	0.01319788716
677	0.01319236984
678	0.01318996541
679	0.01317920604
680	0.01317505372
681	0.01308685374
682	0.01308447429
683	0.0129830359
684	0.01290771023
685	0.0129028816
686	0.01283898743
687	0.01282559648
688	0.01277181749
689	0.01276706295
690	0.01276230362
691	0.01274864734
692	0.01268128211
693	0.012676191
694	0.01258895208
695	0.01253785649
696	0.01248785655
697	0.01247812241
698	0.01247354872
699	0.01246905831
700	0.0124277517
701	0.01239961379
702	0.01238303464
703	0.01227281436
704	0.01226837319
705	0.01225251572
706	0.01217566791
707	0.01209886297
708	0.01209452837
709	0.01208580968
710	0.01204801907
711	0.01204375107
712	0.01203328216
713	0.01202869707
714	0.01202652354
715	0.01202437955
716	0.01193923503
717	0.01193709449
718	0.01193498091
719	0.01186769281
720	0.01186356784
721	0.01182730521
722	0.01177381349
723	0.01177171272
724	0.01169389542
725	0.01168985408
726	0.01168779943
727	0.01168576823
728	0.0116817374
729	0.01167973217
730	0.01167064783
731	0.01166667359
732	0.01166469094
733	0.01166072981
734	0.01165877125
735	0.01162410647
736	0.01159441344
737	0.0115578008
738	0.01155391024
739	0.01146121475
740	0.01145728543
741	0.0114284352
742	0.0114189377
743	0.01137065633
744	0.0113049404
745	0.01130303853
746	0.01129068154
747	0.01126299275
748	0.01120419524
749	0.01120045101
750	0.0111967051
751	0.01118813412
752	0.01117981744
753	0.01117797025
754	0.01112206574
755	0.01111363752
756	0.01111004841
757	0.0110651291
758	0.01106151121
759	0.01105794278
760	0.01105203199
761	0.01102717717
762	0.01093674761
763	0.0109349419
764	0.01091025338
765	0.01090847014
766	0.01083534997
767	0.01082983477
768	0.01082807349
769	0.01075799961
770	0.01073595131
771	0.01073254856
772	0.01072204126
773	0.01071353093
774	0.01071016493
775	0.01070672082
776	0.01064889915
777	0.0106031999
778	0.01053695475
779	0.0104703123
780	0.01046035865
781	0.01045869557
782	0.01045541452
783	0.01045216525
784	0.01044687422
785	0.01041785568
786	0.01041621625
787	0.01039793805
788	0.0103947394
789	0.01033543619
790	0.01033381732
791	0.01031845596
792	0.01031530989
793	0.01030485623
794	0.01030325257
795	0.01023876627
796	0.01019216044
797	0.010189
798	0.01018201812
799	0.01017894692
800	0.010171748
801	0.01016870408
802	0.01013640365
803	0.01009425342
804	0.01009125987
805	0.01007564195
806	0.01006875236
807	0.01000707687
808	0.01000372414
809	0.009963628993
810	0.009900678675
811	0.00989916553
812	0.009897666987
813	0.00984772413
814	0.009811874855
815	0.009808885128
816	0.009791886508
817	0.009788961179
818	0.009781243989
819	0.009778373949
820	0.009735895938
821	0.009720397968
822	0.009662898082
823	0.009642776984
824	0.009641330127
825	0.009625747395
826	0.009622908537
827	0.009575249307
828	0.009573809522
829	0.009507415572
830	0.009458461774
831	0.009455895703
832	0.009454451432
833	0.009453023052
834	0.009451610326
835	0.00941484399
836	0.009376036362
837	0.009364861691
838	0.009305231796
839	0.009303257217
840	0.009300499924
841	0.009299127131
842	0.009295619379
843	0.009249314987
844	0.009247949844
845	0.009239116616
846	0.009237775415
847	0.009236446135
848	0.009232881099
849	0.009229197918
850	0.009222277341
851	0.009220967665
852	0.009219668818
853	0.009154327137
854	0.009154323801
855	0.009152299117
856	0.009107646021
857	0.009104192282
858	0.009102904958
859	0.009101630316
860	0.009099043491
861	0.009097784231
862	0.009044311291
863	0.009041734599
864	0.009000098221
865	0.008948430804
866	0.008946220003
867	0.008944940541
868	0.008887208845
869	0.008884693868
870	0.008826564072
871	0.008786817103
872	0.008757782966
873	0.008756549762
874	0.008751896124
875	0.008750677881
876	0.008748175853
877	0.008746970034
878	0.008743324499
879	0.008742131525
880	0.008740948856
881	0.008718828321
882	0.008658021512
883	0.00865552283
884	0.008653293614
885	0.008580806658
886	0.008577648074
887	0.008576463959
888	0.008575293751
889	0.008534031833
890	0.008506202139
891	0.008465569333
892	0.008464406042
893	0.00846325875
894	0.00846212232
895	0.008460992359
896	0.008446921018
897	0.008444756769
898	0.008442601434
899	0.008441445003
900	0.00843455537
901	0.008433411003
902	0.008404572039
903	0.00837787951
904	0.008375603916
905	0.008363666027
906	0.008361356263
907	0.008336307976
908	0.008334022241
909	0.008297156206
910	0.008297150427
911	0.008289132397
912	0.008287297941
913	0.008283887077
914	0.00824384099
915	0.008243829745
916	0.008243829745
917	0.008243764504
918	0.008243763132
919	0.008243760388
920	0.008243749409
921	0.008243738484
922	0.008183633216
923	0.008155981079
924	0.008148631937
925	0.008146437292
926	0.008145370934
927	0.008144316585
928	0.00813834054
929	0.00811775492
930	0.008109575765
931	0.008060035105
932	0.008033973267
933	0.008028519874
934	0.00799811124
935	0.007968974524
936	0.007963847228
937	0.007963844518
938	0.007963842215
939	0.007956563715
940	0.007950249516
941	0.007950238554
942	0.007950195116
943	0.007950130052
944	0.007950119082
945	0.007950118397
946	0.007950117713
947	0.007949455123
948	0.007949444307
949	0.007949433486
950	0.007949431996
951	0.007949429293
952	0.00794942659
953	0.007949414646
954	0.007949411944
955	0.007949409253
956	0.007949406552
957	0.00794940385
958	0.007949402361
959	0.007949378553
960	0.007949375854
961	0.007949373156
962	0.007890449796
963	0.00788883333
964	0.007844273605
965	0.007839987091
966	0.007839979435
967	0.007822843998
968	0.007822775122
969	0.007822734301
970	0.00782273173
971	0.007822721366
972	0.007820467869
973	0.00782046276
974	0.007820450726
975	0.007820440629
976	0.007820430495
977	0.007820370374
978	0.007782326051
979	0.007749038578
980	0.007748045575
981	0.007747062912
982	0.007743679077
983	0.007742704157
984	0.007741738219
985	0.007741099342
986	0.007741088139
987	0.007741088139
988	0.007741083103
989	0.007741042929
990	0.00774103175
991	0.007741026694
992	0.007741021644
993	0.007741016591
994	0.0077397874
995	0.007739786148
996	0.00773977619
997	0.007739765183
998	0.007739760205
999	0.007701182038
